prime,word_index,kernel_length,full_scalar_identity,full_delta_match,strict_visible_x_power,strict_block_length,has_proper_non_scalar_precursor,has_any_prefix_power_hit,min_proper_prefix_power_hit,min_any_prefix_power_hit,factor_period_length,source_class,sources,kernel_factor_ids
3,26,24,True,False,False,,False,True,,24,24,kernel_db,burau-experiments/src/kernel_db.json,4 2 13 11 13 10 13 8 16 13 7 20 13 21 10 13 8 13 20 13 7 10 16 13
3,27,24,True,False,False,,False,True,,24,24,kernel_db,burau-experiments/src/kernel_db.json,8 2 13 20 13 10 13 4 16 13 7 11 13 21 10 13 4 13 11 13 7 10 16 13
3,28,24,True,False,False,,True,True,3,3,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,13 4 13 20 13 10 2 13 8 16 13 7 11 13 10 13 4 13 21 11 13 7 10 16
3,29,24,True,False,False,,True,True,3,3,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,13 8 13 11 13 10 2 13 4 16 13 7 20 13 10 13 8 13 21 20 13 7 10 16
3,30,24,True,False,False,,False,True,,24,24,kernel_db,burau-experiments/src/kernel_db.json,4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 13 21 21 10 13
3,31,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,4 13 20 13 10 16 13 8 13 21 21 11 13 10 13 4 13 7 11 13 10 2 2 13
3,32,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,8 13 11 13 10 16 13 4 13 21 21 20 13 10 13 8 13 7 20 13 10 2 2 13
3,33,24,True,False,False,,False,True,,24,24,kernel_db,burau-experiments/src/kernel_db.json,8 13 11 13 10 2 13 4 16 13 7 20 13 10 13 8 13 21 20 13 7 10 16 13
3,34,24,True,False,False,,True,True,3,3,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,10 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 13 21 21
3,35,24,True,False,False,,True,True,3,3,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,10 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 11 13 21 21
3,36,24,True,False,True,8,True,True,3,3,8,kernel_db,burau-experiments/src/kernel_db.json,10 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21
3,37,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,21 10 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 7 11 13
3,38,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 20 13
3,39,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,10 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13 10 13 4 13 21 11 13 7
3,40,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,10 16 13 8 13 11 13 10 2 13 4 16 13 7 20 13 10 13 8 13 21 20 13 7
3,41,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,7 10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4 2 2 13 11 13
3,42,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8 2 2 13 20 13
3,43,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,21 10 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 13 21
3,44,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,21 10 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 11 13 21
3,45,24,True,False,True,8,True,True,8,8,8,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,21 10 13 4 13 11 22 13 21 10 13 4 13 11 22 13 21 10 13 4 13 11 22 13
3,46,24,True,False,True,8,True,True,8,8,8,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,21 10 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21 10 13 8 13 20 17 13
3,47,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,7 10 16 13 4 13 20 13 10 2 13 8 16 13 7 11 13 10 13 4 13 21 11 13
3,48,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,7 10 16 13 8 13 11 13 10 2 13 4 16 13 7 20 13 10 13 8 13 21 20 13
3,49,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,15 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 10
3,50,24,True,False,False,,True,True,1,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,19 21 10 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 7 10
3,51,24,True,False,False,,False,True,,24,24,kernel_db,burau-experiments/src/kernel_db.json,10 16 13 4 13 11 13 21 10 13 1 4 13 20 13 10 13 10 13 8 13 20 15 6
3,52,24,True,False,False,,True,True,1,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,15 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 21 10
3,53,24,True,False,False,,True,True,1,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,19 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 21 10
3,54,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,20 16 12 8 13 11 13 10 13 10 13 8 13 20 17 13 10 2 13 4 13 20 13 7
3,55,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,11 16 3 4 13 20 13 10 13 10 13 4 13 11 22 13 10 2 13 8 13 11 13 7
3,56,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,21 21 10 13 4 16 13 11 13 10 13 8 2 2 13 20 13 7 10 13 8 13 20 13
3,57,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,21 21 10 13 8 16 13 20 13 10 13 4 2 2 13 11 13 7 10 13 4 13 11 13
3,58,24,True,False,False,,False,True,,24,24,kernel_db,burau-experiments/src/kernel_db.json,7 10 16 13 8 2 13 20 13 10 13 4 16 13 7 11 13 21 10 13 4 13 11 13
3,59,24,True,False,False,,False,True,,24,24,kernel_db,burau-experiments/src/kernel_db.json,7 10 16 13 4 2 13 11 13 10 13 8 16 13 7 20 13 21 10 13 8 13 20 13
3,60,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,19 21 10 13 8 13 20 17 13 21 10 13 8 13 20 17 13 21 10 13 8 13 20 16
3,61,24,True,False,False,,True,True,1,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,11 13 21 10 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13 7
3,62,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,20 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8 16 13 7
3,63,24,True,False,False,,True,True,1,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 10 13
3,64,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 10 13
3,65,24,True,False,False,,False,True,,24,24,kernel_db,burau-experiments/src/kernel_db.json,14 15 10 13 8 13 10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 7
3,66,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,11 13 7 10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4 2 2 13
3,67,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8 2 2 13
3,68,24,True,False,False,,True,True,1,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21 21
3,69,24,True,False,False,,True,True,1,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21 21
3,70,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,7 11 16 3 4 13 20 13 10 13 10 13 4 13 11 22 13 10 2 13 8 13 11 13
3,71,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,7 20 16 12 8 13 11 13 10 13 10 13 8 13 20 17 13 10 2 13 4 13 20 13
3,72,24,True,False,False,,True,True,1,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,11 13 10 13 4 13 21 11 13 7 10 16 13 4 13 20 13 10 2 13 8 16 13 7
3,73,24,True,False,False,,True,True,1,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,20 13 10 13 8 13 21 20 13 7 10 16 13 8 13 11 13 10 2 13 4 16 13 7
3,74,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,21 10 13 1 4 13 20 13 10 13 10 13 8 13 20 15 7 8 16 13 4 13 11 13
3,75,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,21 10 13 6 8 13 11 13 10 13 10 13 4 13 11 19 7 4 16 13 8 13 20 13
3,76,24,True,False,False,,True,True,1,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 10 13
3,77,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 10 13
3,78,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,10 13 10 13 4 13 11 22 13 10 2 13 8 13 11 13 7 11 16 3 4 13 20 13
3,79,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,10 13 10 13 8 13 20 17 13 10 2 13 4 13 20 13 7 20 16 12 8 13 11 13
3,80,24,True,False,True,8,True,True,1,1,8,kernel_db,burau-experiments/src/kernel_db.json,11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21 11 22 13 10 13 8 13 21
3,81,24,True,False,True,8,True,True,1,1,8,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,20 17 13 10 13 4 13 21 20 17 13 10 13 4 13 21 20 17 13 10 13 4 13 21
3,82,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13 10
3,83,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13 10
3,84,24,True,False,False,,False,True,,24,24,kernel_db,burau-experiments/src/kernel_db.json,7 11 13 21 10 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4 16 13
3,85,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,20 15 7 8 13 8 13 10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13
3,86,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,11 19 7 4 13 4 13 10 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13
3,87,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,21 11 13 10 13 4 13 7 11 13 10 2 2 13 4 13 20 13 10 16 13 8 13 21
3,88,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,21 20 13 10 13 8 13 7 20 13 10 2 2 13 8 13 11 13 10 16 13 4 13 21
3,89,24,True,False,False,,False,True,,24,24,kernel_db,burau-experiments/src/kernel_db.json,7 11 13 10 13 4 13 21 11 13 7 10 16 13 4 13 20 13 10 2 13 8 16 13
3,90,24,True,False,False,,False,True,,24,24,kernel_db,burau-experiments/src/kernel_db.json,7 20 13 10 13 8 13 21 20 13 7 10 16 13 8 13 11 13 10 2 13 4 16 13
3,91,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,13 11 13 7 10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4 2 2
3,92,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8 2 2
3,93,24,True,False,False,,True,True,5,5,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13 10
3,94,24,True,False,False,,True,True,5,5,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13 10
3,95,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,11 13 10 13 4 16 13 20 15 7 8 13 8 13 10 13 20 13 10 13 1 4 13 21
3,96,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,11 13 10 13 8 2 13 20 17 13 10 13 4 13 10 13 20 13 20 16 12 8 13 7
3,97,24,True,False,False,,True,True,1,1,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,20 13 10 13 4 2 13 11 22 13 10 13 8 13 10 13 11 13 11 16 3 4 13 7
3,98,24,True,False,False,,True,True,21,21,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,10 13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8 13
3,99,24,True,False,False,,True,True,21,21,24,kernel_db,burau-experiments/src/kernel_db.json,10 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4 13
3,100,24,True,False,False,,True,True,1,1,24,kernel_db,burau-experiments/src/kernel_db.json,20 13 7 20 16 12 8 13 11 13 10 13 10 13 8 13 20 17 13 10 2 13 4 13
3,101,24,True,False,False,,True,True,3,3,24,kernel_db,burau-experiments/src/kernel_db.json,13 4 13 11 13 21 10 13 1 4 13 20 13 10 13 10 13 8 13 20 15 7 8 16
3,102,24,True,False,False,,True,True,3,3,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,13 8 13 20 13 21 10 13 6 8 13 11 13 10 13 10 13 4 13 11 19 7 4 16
3,103,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,2 13 11 13 7 10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4 2
3,104,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,2 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8 2
3,105,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,13 7 11 13 10 13 4 13 21 11 13 7 10 16 13 4 13 20 13 10 2 13 8 16
3,106,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,13 7 20 13 10 13 8 13 21 20 13 7 10 16 13 8 13 11 13 10 2 13 4 16
3,107,24,True,False,False,,False,True,,24,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,13 20 15 7 8 13 8 13 10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16
3,108,24,True,False,False,,False,True,,24,24,kernel_db,burau-experiments/src/kernel_db.json,13 11 19 7 4 13 4 13 10 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16
3,109,24,True,False,False,,True,True,5,5,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,10 13 11 13 10 13 6 8 13 21 20 13 10 13 8 16 13 11 19 7 4 13 4 13
3,110,24,True,False,False,,True,True,5,5,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,10 13 20 13 10 13 1 4 13 21 11 13 10 13 4 16 13 20 15 7 8 13 8 13
3,111,24,True,False,True,8,True,True,5,5,8,kernel_db,burau-experiments/src/kernel_db.json,13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2 13 11 13 10 13 6 8 2
3,112,24,True,False,False,,True,True,21,21,24,kernel_db,burau-experiments/src/kernel_db.json,2 2 13 11 13 7 10 13 4 13 11 13 21 21 10 13 8 16 13 20 13 10 13 4
3,113,24,True,False,False,,True,True,21,21,24,paper_bank,braids-summer-research/results/paper_exact_search/kernel_bank/p3_paper_kernels.jsonl|burau-experiments/src/kernel_db.json,2 2 13 20 13 7 10 13 8 13 20 13 21 21 10 13 4 16 13 11 13 10 13 8
3,114,24,True,False,False,,True,True,21,21,24,kernel_db,burau-experiments/src/kernel_db.json,16 13 7 11 13 21 10 13 4 13 11 13 7 10 16 13 8 2 13 20 13 10 13 4
3,115,24,True,False,False,,True,True,21,21,24,kernel_db,burau-experiments/src/kernel_db.json,16 13 7 20 13 21 10 13 8 13 20 13 7 10 16 13 4 2 13 11 13 10 13 8
3,116,24,True,False,False,,True,True,21,21,24,kernel_db,burau-experiments/src/kernel_db.json,13 10 13 20 13 20 16 12 8 13 7 11 13 10 13 8 2 13 20 17 13 10 13 4
3,117,24,True,False,False,,True,True,21,21,24,kernel_db,burau-experiments/src/kernel_db.json,13 10 13 11 13 11 16 3 4 13 7 20 13 10 13 4 2 13 11 22 13 10 13 8
